,overall_rating,value,position,skill_moves,attacking_workrate,defensive_workrate,pace,shooting,passing,dribbling,defending,physicality,crossing,finishing,Curve,freekick_accuracy,ballcontrol,sprint_speed,agility,reactions,balance,shot_power,stamina,aggression,interceptions,positioning,vision,composure,marking
17590,54,110000.0,GK,1,Medium,Medium,55,53,53,56,36,53,13,8,14,14,12,44,35,47,42,40,25,22,10,4,53,39,17
17591,54,210000.0,GK,1,Medium,Medium,55,50,50,58,17,57,14,7,14,13,18,21,33,38,34,38,28,22,9,4,27,36,9
17592,54,220000.0,CAM,2,Medium,Medium,67,48,51,56,48,67,43,45,43,42,55,65,73,55,73,53,66,80,52,49,53,48,44
17593,54,275000.0,ST,3,Medium,Medium,56,55,50,55,24,50,51,54,53,45,55,58,56,44,51,65,48,31,20,53,53,50,26
17594,54,240000.0,GK,1,Medium,Medium,55,54,58,56,34,53,15,8,15,5,17,34,38,42,38,44,25,22,10,8,35,32,8
17595,54,275000.0,RM,2,Medium,Medium,66,43,50,59,48,60,40,38,35,40,54,65,66,56,73,58,65,59,43,49,45,40,41
17596,54,240000.0,RM,2,Medium,Medium,64,48,55,57,49,57,53,48,44,38,61,61,58,51,68,54,57,60,42,46,51,50,45
17597,54,275000.0,CAM,3,Medium,Low,73,42,49,60,30,38,48,45,46,37,57,72,83,42,80,40,51,34,28,49,53,48,32
17598,54,110000.0,RM,2,Medium,Medium,76,44,47,54,29,54,51,40,46,44,51,79,77,45,76,52,72,43,20,50,48,46,29
17599,54,230000.0,CB,3,Medium,Medium,67,26,31,47,56,60,42,24,31,30,30,68,56,55,70,24,64,56,55,38,40,38,52
17600,54,250000.0,CDM,2,Medium,High,62,38,49,53,50,56,42,36,35,36,53,60,57,53,65,48,58,54,51,34,47,46,52
17601,54,220000.0,CB,2,Medium,Medium,57,25,28,31,53,68,28,18,26,28,28,61,45,50,45,40,63,45,51,30,28,37,51
17602,54,170000.0,CAM,2,Medium,Medium,64,42,55,60,42,58,50,41,45,40,60,64,68,49,67,46,39,71,50,53,55,45,37
17603,54,275000.0,ST,2,Medium,Medium,81,53,36,55,15,53,26,56,35,34,53,80,73,35,72,54,42,35,12,50,38,51,10
17604,54,275000.0,CB,2,Medium,Medium,60,34,53,49,51,57,44,28,35,37,47,62,51,50,47,46,43,57,47,35,50,37,48
17605,54,240000.0,CDM,2,Medium,Medium,59,33,49,49,52,57,36,29,32,34,49,61,60,47,59,42,57,51,51,34,50,39,49
17606,54,240000.0,GK,1,Medium,Medium,53,55,58,56,30,49,10,6,12,7,8,31,25,50,34,44,20,22,11,4,30,24,6
17607,54,240000.0,CAM,2,Medium,Medium,64,50,52,56,25,39,40,51,63,42,56,61,61,35,71,51,42,57,21,51,52,52,21
17608,54,350000.0,ST,2,High,Medium,75,53,36,56,22,46,34,56,32,39,53,74,75,49,72,52,52,29,17,55,41,52,20
17609,54,220000.0,GK,1,Medium,Medium,57,51,51,60,22,54,10,7,12,10,15,17,32,36,41,38,24,17,8,5,21,23,9
17610,54,300000.0,ST,2,Medium,Low,72,53,41,55,20,54,35,54,44,38,52,72,67,50,70,55,53,52,18,52,46,48,16
17611,54,240000.0,CAM,2,Medium,Medium,73,54,45,56,18,48,37,56,36,47,53,74,74,52,76,55,51,32,22,52,51,45,14
17612,54,250000.0,CDM,2,Medium,Medium,70,32,46,54,51,61,36,26,34,40,54,70,72,43,69,46,65,62,51,30,43,37,48
17613,54,250000.0,LB,2,Medium,Medium,68,29,44,53,49,45,50,29,36,28,49,67,71,51,78,22,52,53,52,47,42,37,47
17614,54,240000.0,RB,2,Medium,Medium,66,26,43,46,50,61,48,24,32,36,35,66,62,48,58,26,59,49,56,40,40,34,41
17615,54,110000.0,CB,2,Medium,Medium,47,51,37,46,51,68,21,51,26,31,48,53,49,51,33,53,54,51,46,49,49,51,50
17616,54,240000.0,ST,2,Medium,Medium,71,53,39,54,26,53,31,55,36,31,51,72,66,51,66,53,55,36,27,54,48,56,28
17617,54,240000.0,RM,2,Medium,Medium,63,36,54,58,44,57,45,29,56,47,56,67,63,59,76,46,65,61,38,53,56,58,44
17618,54,250000.0,ST,2,Medium,Medium,67,52,44,56,20,53,34,56,48,34,55,67,65,54,65,53,57,29,17,51,54,48,15
17619,54,220000.0,CB,2,Medium,Medium,59,36,50,47,50,73,45,32,38,40,48,62,59,48,28,48,49,57,48,35,43,44,48
17620,54,250000.0,CB,2,Medium,Medium,57,35,47,48,52,60,38,30,40,36,47,61,54,52,49,53,44,61,54,38,40,46,49
17621,54,250000.0,LB,2,Medium,Medium,72,36,37,52,51,55,46,34,45,28,39,71,73,52,72,42,66,53,54,43,39,44,49
17622,54,240000.0,LB,2,High,Medium,70,40,44,53,49,51,51,38,39,26,46,72,72,47,75,46,55,53,52,50,43,45,45
17623,54,210000.0,GK,1,Medium,Medium,56,53,49,57,28,49,11,9,12,13,16,33,39,46,49,37,28,20,7,7,25,35,9
17624,54,210000.0,CB,2,Medium,Medium,56,25,34,41,55,55,31,19,20,25,38,57,58,49,61,45,55,60,54,30,30,46,56
17625,54,240000.0,LW,2,Medium,Medium,63,54,43,59,27,46,52,59,48,34,59,61,67,39,63,61,40,28,24,50,44,49,26
17626,54,240000.0,ST,2,Medium,Medium,64,54,38,53,20,55,29,57,36,28,54,65,72,50,73,53,58,38,15,53,49,47,18
17627,54,110000.0,LM,2,High,Low,59,51,53,57,28,37,48,49,47,64,51,62,72,47,66,57,47,37,19,54,56,65,37
17628,54,210000.0,GK,1,Medium,Medium,56,55,53,56,28,55,11,11,13,11,12,26,33,38,26,40,25,28,13,5,45,30,7
17629,54,140000.0,CB,2,Medium,Medium,63,32,37,48,54,66,42,34,35,32,38,63,58,49,58,35,66,53,50,40,36,42,52
17630,54,250000.0,CM,2,Medium,Medium,63,40,52,53,50,60,44,32,39,44,54,62,65,48,62,48,72,57,55,38,54,46,44
17631,54,250000.0,CB,2,Medium,Medium,60,33,37,36,54,62,28,25,29,34,42,60,45,44,45,44,63,52,53,33,38,42,52
17632,54,220000.0,GK,1,Medium,Medium,52,53,55,55,22,53,14,6,13,14,18,24,32,50,45,41,26,28,6,8,37,21,7
17633,54,220000.0,CB,2,Medium,High,57,27,41,37,52,68,35,25,29,25,39,56,44,47,58,35,70,56,48,29,35,39,50
17634,54,240000.0,ST,2,High,Medium,81,50,40,57,29,52,40,53,44,40,56,81,81,46,70,46,58,32,27,52,44,48,29
17635,54,220000.0,ST,2,Medium,Medium,67,52,45,58,33,54,48,56,46,42,58,65,68,40,60,54,46,44,26,54,50,55,29
17636,54,250000.0,ST,2,Medium,Medium,67,53,40,54,17,49,34,55,39,35,56,68,63,49,66,56,51,38,10,53,44,48,18
17637,54,100000.0,ST,2,Medium,Medium,51,54,48,56,50,67,51,54,43,42,58,53,60,56,60,53,66,63,46,53,54,56,48
17638,54,150000.0,CAM,2,Medium,Medium,67,48,51,56,48,61,40,51,51,46,55,69,71,50,63,45,65,51,48,53,52,52,47
17639,54,230000.0,RB,2,Medium,Medium,63,25,39,42,55,57,39,21,26,29,56,62,71,48,70,32,66,41,49,17,28,46,51
17640,54,120000.0,CB,2,High,Medium,54,42,48,50,51,75,48,45,34,37,50,54,59,44,65,45,72,63,50,40,40,40,51
17641,54,140000.0,RB,2,Low,High,60,43,47,50,49,58,46,42,35,35,48,57,55,55,57,51,56,50,48,47,45,41,44
17642,54,275000.0,CB,2,Medium,Medium,62,30,35,40,54,58,37,25,40,31,40,62,46,44,52,47,51,59,53,26,25,36,53
17643,54,240000.0,GK,1,Medium,Medium,55,53,53,55,21,50,11,6,10,10,14,22,31,47,47,40,28,26,6,6,37,35,8
17644,54,240000.0,RM,2,Medium,Medium,81,49,46,56,29,56,48,51,45,38,52,81,80,41,72,49,60,50,29,48,44,48,24
17645,54,120000.0,ST,2,Medium,Medium,68,52,37,50,52,65,31,56,31,31,45,71,61,47,64,52,53,50,49,53,43,46,51
17646,54,230000.0,CB,2,Medium,High,65,31,38,42,53,67,39,30,39,27,38,68,58,43,65,37,70,48,50,32,34,47,50
17647,54,90000.0,GK,1,Medium,Medium,54,53,52,53,21,55,12,9,11,11,18,26,31,44,42,39,23,22,7,4,35,21,6
17648,54,275000.0,ST,2,Medium,Medium,69,53,38,49,20,46,30,55,36,28,49,68,59,55,70,55,51,35,17,56,42,46,13
17649,54,250000.0,GK,1,Medium,Medium,53,54,53,57,41,55,12,5,11,11,15,44,43,42,32,40,25,27,8,6,33,39,9
17650,54,240000.0,ST,2,Medium,Medium,72,53,37,52,20,59,33,55,39,31,49,75,51,51,54,55,52,45,18,52,38,45,18
17651,54,250000.0,LB,2,Medium,Medium,67,29,36,47,53,56,51,25,32,31,30,68,52,53,47,28,60,48,50,44,35,36,51
17652,54,240000.0,GK,1,Medium,Medium,54,55,55,53,34,56,15,11,15,16,18,33,27,38,28,41,25,26,10,7,42,37,11
17653,54,275000.0,LM,2,Medium,Medium,74,39,48,54,45,50,47,38,35,33,53,75,58,49,55,40,54,52,42,50,45,51,48
17654,54,250000.0,CAM,2,Medium,Medium,64,37,52,56,48,60,38,30,37,37,58,64,56,49,60,50,59,62,50,55,50,42,44
17655,54,110000.0,GK,1,Medium,Medium,55,55,48,54,27,51,14,6,13,12,12,24,31,50,42,36,23,22,13,5,38,48,25
17656,54,240000.0,ST,2,High,Medium,56,54,45,52,21,55,46,55,46,43,57,55,51,48,52,54,45,52,12,55,42,51,13
17657,54,250000.0,ST,2,Medium,Medium,61,50,50,53,25,62,46,52,42,48,53,70,55,47,54,55,55,53,21,53,54,51,20
17658,54,275000.0,CAM,2,High,Low,63,51,48,58,34,43,45,59,45,40,57,66,56,56,74,52,34,38,30,41,47,54,39
17659,54,230000.0,CAM,2,Medium,Medium,67,41,54,56,43,38,43,39,40,38,54,67,63,54,83,45,54,43,46,50,56,44,39
17660,54,275000.0,ST,2,Medium,Medium,72,56,46,58,39,43,52,56,46,34,60,69,63,34,74,70,40,29,32,44,50,47,48
17661,54,100000.0,GK,1,Medium,Medium,55,56,57,49,26,48,11,15,15,13,14,24,33,55,34,43,36,29,12,18,50,31,13
17662,54,250000.0,GK,1,Medium,Medium,55,52,52,55,31,53,15,8,15,13,13,30,31,45,50,39,15,25,14,10,30,25,10
17663,54,325000.0,CDM,2,Medium,Medium,69,37,49,55,50,59,36,30,49,43,55,69,71,55,69,56,70,57,45,40,50,48,45
17664,54,220000.0,RB,2,Medium,Medium,63,38,43,45,48,55,44,36,44,41,43,61,65,59,67,36,65,51,48,43,40,41,46
17665,54,240000.0,CAM,2,Medium,High,68,42,51,55,49,57,40,39,46,37,57,67,65,56,63,49,55,62,44,48,54,40,47
17666,54,170000.0,LM,3,Medium,Medium,65,46,47,56,27,54,48,49,38,31,51,59,67,37,65,50,74,25,17,44,45,48,21
17667,54,230000.0,LWB,2,Medium,Medium,68,28,38,44,50,64,41,25,31,26,41,71,59,51,61,35,71,48,51,36,38,34,44
17668,54,240000.0,LM,2,Medium,Medium,68,46,48,54,27,44,52,48,47,35,53,66,61,40,55,52,62,25,16,55,48,53,31
17669,54,325000.0,CB,2,Medium,Medium,55,23,33,32,54,63,25,16,28,22,31,56,39,43,49,38,57,44,54,21,32,42,52
17670,54,240000.0,RM,2,Medium,Medium,66,48,51,54,20,41,55,53,46,39,55,66,56,40,63,52,45,27,17,49,49,42,18
17671,54,240000.0,ST,2,High,Medium,59,53,45,55,20,55,41,52,39,31,59,59,59,52,58,54,57,29,17,54,48,48,17
17672,54,220000.0,CB,2,Medium,Medium,62,27,39,42,54,56,33,26,24,31,56,61,54,48,51,36,55,46,46,21,30,44,50
17673,54,250000.0,CM,2,Medium,Medium,59,36,54,58,52,54,48,31,39,40,57,56,67,52,72,48,49,58,52,47,57,57,48
17674,54,240000.0,LM,2,Medium,Medium,66,38,51,57,46,51,55,35,41,32,53,65,62,42,70,47,55,43,46,39,50,39,51
17675,54,120000.0,GK,1,Medium,Medium,56,56,53,52,33,54,10,6,12,12,16,32,34,39,31,40,28,25,10,6,34,43,11
17676,54,220000.0,CB,2,Medium,Medium,61,25,29,34,56,64,22,22,25,26,28,61,48,46,54,37,62,55,51,25,35,44,55
17677,54,120000.0,GK,1,Medium,Medium,50,52,58,58,25,54,12,6,14,10,18,24,23,44,37,44,25,20,6,6,29,21,7
17678,54,140000.0,RM,2,Medium,Medium,84,50,45,58,43,54,53,51,40,44,54,85,76,48,71,58,58,44,42,50,51,46,43
17679,54,220000.0,CB,2,Medium,Medium,65,21,43,45,53,60,34,14,37,25,46,66,57,52,59,33,60,52,50,22,31,47,50
17680,54,275000.0,ST,2,High,Medium,57,53,42,53,25,56,34,57,40,35,49,53,55,55,60,52,55,51,23,56,43,49,22
17681,54,210000.0,GK,1,Medium,Medium,55,53,51,56,29,53,10,5,12,12,14,31,31,43,45,38,22,22,8,6,33,33,5
17682,54,250000.0,GK,1,Medium,Medium,54,54,50,56,19,52,13,9,14,14,16,19,38,48,46,38,20,26,13,5,24,37,9
17683,54,240000.0,RM,2,High,Medium,77,45,48,56,24,47,49,46,47,36,53,82,75,40,67,47,44,38,17,46,47,45,25
17684,54,250000.0,GK,1,Medium,Medium,60,50,53,55,27,55,15,7,13,14,12,24,28,39,26,40,19,21,13,6,34,38,6
17685,54,140000.0,ST,2,High,Medium,75,52,43,55,32,52,34,55,35,34,51,71,82,54,72,47,57,29,26,50,51,44,31
17686,54,250000.0,RM,2,Medium,Medium,73,48,47,58,25,42,44,47,40,39,57,72,70,47,69,57,52,31,22,46,44,49,28
17687,54,240000.0,GK,1,Medium,Medium,56,57,56,54,23,49,14,9,13,11,15,31,29,45,24,42,25,20,8,8,29,30,5
17688,54,200000.0,CB,2,Medium,Medium,59,27,29,38,54,64,22,23,25,26,40,62,46,50,62,38,56,49,54,38,36,41,52
17689,54,300000.0,CAM,2,Medium,Medium,62,47,50,61,34,43,43,46,49,45,60,64,58,56,74,58,45,40,28,44,52,55,36
17690,54,250000.0,RM,2,Medium,High,67,47,52,57,47,55,46,48,40,36,55,67,70,55,76,58,68,57,45,52,46,46,44
17691,54,230000.0,GK,1,Medium,Medium,55,57,45,60,20,49,13,7,12,13,19,19,32,36,39,34,20,20,8,8,38,23,8
17692,54,325000.0,CB,2,Medium,Medium,66,27,34,44,52,57,39,22,29,26,40,66,51,44,60,37,41,65,48,28,26,40,52
17693,54,240000.0,RB,2,Medium,Medium,69,31,34,50,49,54,44,30,34,26,46,70,60,49,52,32,66,53,46,46,34,36,44
17694,54,250000.0,CAM,2,Medium,Medium,62,48,55,56,44,45,44,48,45,46,54,64,62,56,68,56,44,40,33,48,55,61,39
17695,54,275000.0,CAM,2,Medium,Medium,61,40,53,59,44,46,40,33,45,35,56,55,80,55,84,51,55,51,42,54,54,50,43
17696,54,230000.0,CDM,2,Medium,High,62,36,47,54,50,53,36,30,40,42,56,63,58,55,60,52,54,60,54,40,43,42,44
17697,54,220000.0,RWB,2,Medium,Medium,73,34,43,54,49,50,45,33,44,44,51,73,73,49,74,34,55,50,54,43,36,35,44
17698,54,240000.0,RWB,2,Medium,Medium,76,35,44,59,50,37,44,32,31,28,58,78,73,48,79,43,34,47,52,47,38,34,51
17699,54,220000.0,CAM,2,Medium,Medium,66,47,53,57,48,53,45,43,49,37,57,59,63,51,66,55,54,56,50,49,56,57,45
17700,54,240000.0,ST,3,Medium,Medium,64,56,40,52,29,52,35,60,36,31,48,64,69,52,54,55,50,40,20,47,45,44,26
17701,54,220000.0,ST,2,High,Low,68,53,37,53,18,50,30,55,40,36,50,68,55,53,67,54,59,30,14,54,39,50,14
17702,54,210000.0,GK,1,Medium,Medium,50,53,60,61,24,50,15,9,13,13,16,28,37,43,29,45,20,25,15,10,28,36,12
17703,54,220000.0,CDM,2,Medium,Medium,48,37,46,55,49,47,21,35,35,39,56,52,51,56,77,47,53,56,52,43,48,43,48
17704,54,230000.0,GK,1,Medium,Medium,54,53,55,57,26,54,12,8,12,13,19,31,32,45,33,41,24,24,8,7,30,29,8
17705,54,220000.0,RWB,2,High,Medium,73,35,46,52,48,51,52,34,42,39,52,72,63,50,60,37,52,55,50,40,41,47,47
17706,54,240000.0,CAM,2,Medium,Medium,61,48,53,58,35,57,45,52,43,34,57,62,61,45,65,47,57,55,29,63,58,58,30
17707,54,240000.0,CAM,3,High,Medium,69,50,48,57,35,49,48,50,45,36,56,69,69,40,67,54,44,35,35,57,47,48,40
17708,54,230000.0,CB,2,Medium,Medium,60,23,39,40,55,57,29,18,23,28,36,60,48,44,67,38,58,55,50,26,29,34,52
17709,54,230000.0,CB,2,High,Medium,70,35,41,49,51,63,31,34,31,39,44,65,66,52,58,39,58,64,55,37,35,50,50
17710,54,300000.0,CAM,2,Medium,Medium,66,39,53,57,42,48,43,31,41,45,59,65,62,51,83,51,63,75,42,53,55,57,47
17711,54,240000.0,CB,2,Medium,Medium,54,25,35,37,54,59,26,25,31,24,39,55,45,51,55,30,48,51,54,22,34,37,52
17712,54,190000.0,GK,1,Medium,Medium,61,50,55,57,21,51,13,7,8,11,11,27,22,43,23,41,33,20,15,8,36,38,7
17713,54,220000.0,ST,2,Medium,Medium,58,56,38,53,20,57,31,56,39,38,53,60,58,53,56,59,60,41,17,50,42,48,16
17714,54,230000.0,GK,1,Medium,Medium,54,51,55,57,26,52,14,6,13,13,12,22,31,45,27,41,17,20,15,7,34,27,6
17715,54,240000.0,RB,2,Medium,Medium,65,27,38,46,51,60,45,22,30,29,45,65,56,48,65,30,61,58,49,46,29,37,52
17716,54,250000.0,GK,1,Medium,Medium,55,52,52,57,26,50,11,7,12,14,15,28,25,49,27,39,20,19,9,7,39,23,8
17717,54,275000.0,CB,2,Medium,Medium,59,34,47,52,54,57,41,31,35,39,53,59,59,54,62,49,47,62,53,31,39,37,55
17718,54,275000.0,CAM,2,Medium,Medium,76,51,49,56,34,46,51,48,52,45,55,77,76,42,72,55,41,40,32,51,52,50,32
17719,54,325000.0,CB,2,Medium,Medium,60,24,41,35,53,64,36,19,28,28,37,59,52,40,60,35,66,56,54,24,39,51,52
17720,54,130000.0,CDM,2,Medium,Medium,48,36,50,52,48,68,40,37,40,35,52,46,64,51,72,44,69,73,45,40,52,43,51
17721,54,240000.0,CDM,2,Medium,Medium,58,45,50,54,52,56,38,48,32,36,54,54,59,54,72,43,61,50,54,49,51,44,52
17722,54,250000.0,CAM,2,High,Medium,65,49,50,57,34,48,44,50,45,39,55,66,61,61,72,50,42,60,33,49,48,47,30
17723,54,200000.0,GK,1,Medium,Medium,53,52,52,55,25,54,14,7,10,12,16,23,23,48,51,39,26,24,7,8,33,21,7
17724,54,120000.0,GK,1,Medium,Medium,52,56,51,57,34,48,14,16,14,11,17,36,48,51,49,38,32,24,21,18,48,38,27
17725,54,250000.0,CM,2,Medium,Medium,56,38,51,55,48,44,40,30,33,36,58,55,55,54,76,46,61,51,56,33,56,39,42
17726,54,220000.0,GK,1,Medium,Medium,59,53,56,58,26,46,12,8,14,13,18,16,23,48,41,42,20,28,8,4,22,29,7
17727,54,70000.0,CB,2,Medium,Medium,44,36,33,36,53,70,29,45,24,34,48,43,48,45,38,38,65,59,42,23,28,48,55
17728,54,180000.0,GK,1,Medium,Medium,56,55,54,56,21,50,13,6,12,14,11,29,32,43,53,41,24,28,7,4,37,18,9
17729,54,130000.0,CB,2,Medium,Medium,55,36,43,45,53,62,44,35,34,41,44,55,54,55,50,35,59,52,52,43,33,48,56
17730,54,230000.0,CB,2,Medium,Medium,62,24,30,44,53,63,22,19,29,25,42,59,68,48,68,36,56,49,52,25,25,44,52
17731,54,250000.0,ST,2,High,Medium,62,53,36,49,26,62,29,58,36,30,50,64,59,48,55,54,52,58,18,53,45,48,23
17732,54,220000.0,CB,2,Medium,Medium,61,27,31,36,54,59,29,24,27,27,38,63,40,49,53,37,55,45,51,33,25,37,51
17733,54,250000.0,ST,2,High,Medium,54,53,35,46,24,69,25,56,28,23,53,58,46,49,36,56,56,52,16,55,47,48,20
17734,54,275000.0,LM,2,Medium,Medium,62,44,53,59,48,65,53,44,47,44,58,62,59,57,56,51,58,53,49,53,52,44,47
17735,54,275000.0,CB,2,Medium,Medium,65,25,42,49,53,54,46,20,40,21,48,66,60,42,63,35,52,40,53,29,36,44,50
17736,54,275000.0,ST,3,Medium,Medium,55,58,37,49,30,46,30,63,37,33,46,58,53,53,75,53,63,58,25,62,48,46,28
17737,54,240000.0,CAM,3,High,Medium,82,47,45,58,26,33,46,48,43,38,52,78,86,41,87,49,33,38,28,55,53,48,26
17738,54,275000.0,CAM,2,Medium,Medium,66,43,53,54,44,61,39,38,41,42,57,67,66,45,65,55,64,59,44,49,56,37,39
17739,54,240000.0,ST,2,Medium,Medium,67,54,45,53,30,57,43,55,40,38,50,68,69,52,65,59,60,39,26,55,45,47,26
17740,54,250000.0,CDM,2,Medium,Medium,58,33,51,51,51,54,43,25,41,35,55,59,51,47,68,50,54,57,54,40,52,40,53
17741,54,230000.0,GK,1,Medium,Medium,53,54,50,55,30,52,14,5,10,12,11,27,27,52,28,38,19,18,12,5,46,30,8
17742,54,220000.0,CB,2,Medium,Medium,63,33,39,48,52,66,39,26,36,25,43,65,65,49,61,44,65,51,50,26,32,43,50
17743,54,350000.0,ST,2,Medium,Medium,65,54,41,56,20,56,28,55,45,29,55,63,59,50,61,56,59,34,17,49,51,43,13
17744,54,250000.0,CAM,2,High,Medium,74,48,49,57,41,41,41,46,43,35,52,73,82,50,83,48,53,42,42,52,50,52,38
17745,54,250000.0,CAM,2,Medium,Medium,63,51,54,57,44,49,49,51,47,42,55,63,71,53,74,52,63,30,44,52,57,54,46
17746,54,210000.0,GK,1,Medium,Medium,57,54,51,57,26,51,14,5,13,10,12,17,30,41,42,38,27,19,14,6,38,33,9
17747,54,230000.0,CB,2,Medium,Medium,58,21,32,32,56,53,21,18,20,18,34,55,53,51,58,30,34,50,52,34,26,36,56
17748,54,240000.0,ST,2,Medium,Medium,50,55,35,49,20,69,30,60,35,31,52,49,52,49,46,52,58,53,13,53,40,43,13
17749,54,220000.0,GK,1,Medium,Medium,58,54,57,53,29,51,11,5,12,13,12,33,23,39,26,43,20,27,10,8,22,21,8
17750,54,140000.0,CB,2,Medium,Medium,58,36,36,42,53,64,28,34,27,24,45,57,47,45,69,42,64,46,52,28,27,43,50
17751,54,275000.0,RM,2,High,Medium,70,43,44,54,32,48,53,41,41,34,51,67,61,45,48,53,67,68,31,53,41,38,27
17752,54,220000.0,LM,2,Medium,Low,65,46,53,54,42,58,51,44,46,49,59,64,58,50,55,48,61,51,42,52,48,49,38
17753,54,250000.0,LM,4,Medium,Medium,77,42,47,55,25,41,48,45,43,36,49,77,72,50,86,46,43,28,17,51,54,37,21
17754,54,220000.0,LW,2,Medium,Medium,72,52,44,57,25,41,51,52,45,32,48,70,73,36,72,54,49,38,23,57,45,45,19
17755,54,240000.0,CB,2,Medium,Medium,56,33,45,49,53,55,45,28,34,35,50,59,62,46,60,50,45,50,53,36,37,44,52
17756,54,250000.0,ST,2,Medium,Medium,77,57,45,53,19,45,48,56,48,46,50,76,70,49,75,64,66,28,14,55,52,50,14
17757,54,210000.0,GK,1,Medium,Medium,57,52,54,59,33,53,13,9,13,13,14,34,29,38,42,41,30,25,7,8,28,27,7
17758,54,230000.0,GK,1,Medium,Medium,55,51,54,51,17,54,15,10,13,13,13,19,27,50,35,41,28,27,10,8,27,39,8
17759,54,240000.0,RM,2,Medium,Medium,69,45,55,58,42,54,47,45,51,45,57,70,69,42,83,47,71,43,42,46,56,54,34
17760,54,240000.0,CAM,3,High,Low,68,46,46,61,32,50,34,46,47,56,62,69,74,53,60,57,63,36,24,49,49,56,34
17761,54,220000.0,GK,1,Medium,Medium,56,52,53,53,30,51,12,9,11,12,13,32,24,49,21,40,21,25,10,5,33,27,8
17762,54,275000.0,CAM,3,Medium,High,66,46,53,56,50,57,42,44,40,35,54,66,68,56,63,56,57,54,51,31,58,44,50
17763,54,230000.0,CB,2,Medium,Medium,66,24,37,36,54,60,26,17,30,22,40,71,45,56,56,39,58,48,49,23,33,47,53
17764,54,275000.0,LWB,2,Medium,Medium,73,40,46,58,47,48,52,38,45,35,55,73,79,44,76,49,52,54,47,49,46,50,44
17765,54,240000.0,LB,2,Medium,High,75,30,47,54,47,51,47,26,43,39,44,73,69,51,70,40,55,44,52,45,39,46,45
17766,54,300000.0,CAM,2,Medium,Medium,73,50,48,58,26,38,47,51,48,36,52,71,84,48,89,54,56,32,20,48,51,47,26
17767,54,250000.0,CAM,2,Medium,Medium,62,41,52,59,41,54,41,32,37,38,60,59,64,50,73,59,58,53,40,56,46,41,33
17768,54,230000.0,CB,2,Medium,High,62,30,38,41,52,68,31,29,27,27,38,62,58,46,59,38,65,62,52,33,31,47,53
17769,54,275000.0,ST,2,Medium,Low,83,48,44,55,24,64,45,51,42,38,49,85,74,41,69,52,58,45,21,49,45,44,22
17770,54,250000.0,GK,1,Medium,Medium,56,52,51,59,25,54,13,9,11,10,12,21,30,34,46,38,20,24,12,8,34,25,7
17771,54,230000.0,RB,2,Medium,Medium,59,47,44,52,49,53,56,51,45,40,43,55,61,55,62,43,57,60,45,56,39,38,46
17772,54,230000.0,CDM,2,Medium,Medium,53,34,52,52,48,70,43,26,43,49,49,55,64,48,67,49,71,65,49,33,53,39,49
17773,54,250000.0,RWB,2,High,Medium,71,36,44,54,50,60,53,33,41,38,51,72,69,47,67,44,62,55,50,44,50,46,49
17774,54,250000.0,CB,2,Medium,High,61,35,36,37,54,62,30,34,27,31,37,55,67,53,51,35,51,47,54,24,36,41,50
17775,54,250000.0,LB,2,Medium,Medium,71,36,45,52,50,58,49,35,41,40,49,69,76,46,79,38,61,51,49,45,44,43,50
17776,54,180000.0,GK,1,Medium,Medium,56,53,49,54,36,53,11,6,13,12,13,37,27,51,45,37,23,27,14,8,41,38,16
17777,54,220000.0,ST,2,Medium,Medium,63,54,45,56,29,54,51,56,39,37,57,65,60,48,58,51,58,36,23,52,48,48,29
17778,54,275000.0,CAM,2,Medium,Medium,74,48,52,56,39,39,40,50,46,40,55,73,76,36,77,53,52,34,29,46,55,55,40
17779,54,230000.0,GK,1,Medium,Medium,58,50,57,58,25,52,12,6,10,10,19,22,25,39,48,43,23,26,7,5,38,27,6
17780,54,275000.0,CAM,3,Medium,Medium,70,47,53,57,31,41,53,44,39,30,58,67,75,35,67,63,34,32,31,50,53,42,24
17781,54,250000.0,CAM,2,Medium,Medium,72,49,47,56,31,54,44,49,45,39,51,74,74,48,75,53,56,44,25,51,52,49,31
17782,54,140000.0,RM,2,Medium,Medium,72,47,52,62,34,61,44,50,42,38,58,71,61,57,77,55,65,57,37,52,47,49,28
17783,54,240000.0,ST,2,Medium,Medium,54,57,43,48,25,53,41,62,33,29,47,53,55,54,55,53,57,30,19,59,49,56,19
17784,54,240000.0,ST,3,Medium,Medium,74,50,47,54,25,51,45,53,45,39,54,75,59,43,55,52,34,34,25,50,50,52,22
17785,54,240000.0,CAM,2,Medium,Medium,66,39,52,57,41,53,34,35,36,42,58,63,68,52,76,55,62,66,45,55,56,44,36
17786,54,220000.0,ST,2,Medium,Medium,65,52,43,58,24,41,50,52,36,35,48,67,60,56,76,60,47,27,24,61,46,41,17
17787,53,200000.0,CB,2,Low,High,46,36,46,51,50,64,39,33,39,36,48,37,65,48,68,41,69,66,50,39,43,44,49
17788,53,120000.0,CM,2,Medium,Medium,57,37,49,53,47,56,40,37,37,30,54,58,64,50,71,38,85,53,53,41,52,45,45
17789,53,250000.0,CAM,2,Medium,Medium,62,54,43,59,17,46,31,58,53,30,52,59,59,54,64,51,54,28,11,47,48,42,20
17790,53,230000.0,CDM,2,Medium,Medium,75,39,50,54,50,50,44,33,40,35,51,74,69,51,72,52,62,53,50,41,53,46,49
